country,advertiser_name,ad_campaign_id,dim_campaign_id,campaign_name,ad_type,campaign_start,campaign_end,optimization_type,impressions,clicks,spend,dpv_total,order_count_total,units_sold_total,product_sales_$_total
US,Redfox - OUTRI (OUTRI),2399588001,16542193,Redfox - SSDA - B018XOZV5I - 4YMU4VZCJCUORQGGHICMDSE57U-024 - MOBILEADS - BG_AMZ_10CPC_6,MOBILE_AD_NETWORK,3/23/2017 7:00,4/6/2017 7:00,CTR,8660999,18160,999.1,7863,52,52,0
US,Acer America - US,2807915001,338257155,Acer America - US_Acer Gaming Triton AAP Sept Q3 2017_AAP Purchase Link-In_9/10-9/30,AAP,9/10/2017 4:00,10/1/2017 3:59,NONE,103774,64,259.5965,56,0,0,0
US,Global Brands Group-Fishman & Tobin Div - US,2603145001,72825088,Global Brands Group-Fishman & Tobin Div - US_Global Brands Group_Uniforms BTS 2017_AAP_08/07_09/17,AAP,8/7/2017 4:00,9/27/2017 3:59,NONE,443636,45,1011.0446,54899,2020,2114,43666.78
US,Ahava - US,3064744001,559914821,Ahava - US_Ahava Q4 Holiday Promotions_AAP eCommerce Remarketing_11/20-12/2_BEST DEALS,AAP_MOBILE,11/20/2017 5:00,12/3/2017 4:59,PURCHASE,3141096,5969,12146.7875,1901,220,295,4958.39
US,Sprint - MightyHive,2851140001,377059885,iPhone Base Upgrade,AAP,9/15/2017 4:00,10/16/2017 3:59,NONE,1657442,444,13255.6889,0,0,0,0
US,Brickell Men's Products - US,2508436001,36114606,Brickell Men's Products_Brickell Men's Products 2017 Q2_AAP_5/29 -  7/29,AAP_MOBILE,5/29/2017 4:00,9/1/2017 3:59,PURCHASE,2255453,2627,5808.9675,5110,212,212,6197
US,Wegmans,2577277001,59204614,IP1715133 Wegmans Instacart Grocery Delivery Display,AAP,7/6/2017 4:00,8/4/2017 3:59,CVR,328885,102,712.0908,0,0,0,0
US,Tyson - US,2280639001,10755181,Jimmy Dean Sandwiches AAP,AAP_MOBILE,1/5/2017 5:00,10/1/2017 3:59,CTR,4202988,817,13431.1559,13,26,29,179.49
US,Redfox - FRFNQ (FRFNQ),2278851001,10534107,Redfox - SSDA - B0188V1MXQ - WATOPST5R6TSR5YTCGXMYTUWLE-001 - MOBILEADS - Fashion Empire - Dressup &amp...,MOBILE_AD_NETWORK,1/3/2017 8:00,1/17/2017 8:00,CTR,2612451,4771,233.23,9778,1358,1358,0
US,Redfox - 3MTM4 (3MTM4),2698387001,261255005,Redfox - SSDA - B074DXPZ3T - GVKENFAS3GQWVHQ4RCTDPVFOD4 - MOBILEADS - MakeChat Campaign,MOBILE_AD_NETWORK,8/3/2017 7:00,8/17/2017 7:00,CTR,72867,53,3.39,59,0,0,0
US,Kaz - US,2797990001,327506168,Honeywell_Fall_2017_AAP_ShowcaseLP,AAP,9/11/2017 4:00,12/1/2017 4:59,PURCHASE,15974194,2428,42381.4856,11051,530,574,90579.26
US,Better Choice Online - US,2949291001,454728758,Better Choice Online - US_Better Choice Online Q4_DAPWB_AAP eCommerce Remarketing_10/24-12/23_(Waerator),AAP_MOBILE,10/24/2017 4:00,12/24/2017 4:59,PURCHASE,2205025,4805,7945.4418,7539,65,72,5898.78
US,Tyson - US,2272298001,10233215,Tyson Tastemakers Launch FY17 Q2 2016 AAP,AAP,1/2/2017 5:00,10/1/2017 3:59,CTR,16966665,3942,67208.9366,1376,184,200,3973.99
US,Revive,2900729001,403175568,201708.419_Revive_AAP Display_Sept 17- Oct 17,AAP,9/27/2017 4:00,11/1/2017 3:59,PURCHASE,1357281,75,3900.833,204,32,35,435.55
US,Redfox - ZA29N (ZA29N),3002678001,482418781,Redfox - SSDA - B0769W265T - 3IBCBPCMI23PRUQOZZKTUNKOJI - MOBILEADS - Tamil Translate-Speak Campaign,MOBILE_AD_NETWORK,10/24/2017 7:00,11/7/2017 8:00,CTR,22872,34,2.34,35,0,0,0
US,Redfox - RPCW4 (RPCW4),2555960001,52724050,Redfox - SSDA - B06XRBPFCW - H6YXAJRJOZIFERWJC4REFJ3FAU-001 - MOBILEADS - Web Dev 2,MOBILE_AD_NETWORK,6/11/2017 7:00,6/25/2017 7:00,CTR,2382788,6060,298.82,5829,3,3,59.97
US,Redfox - MIM2Y (MIM2Y),2975284001,468672687,Redfox - SSDA - B00AGHXXJ2 - PGGGUC6BTZ4L46KZLKSSFNQDWM - MOBILEADS - Alarm Clock Millenium Free Ca...,MOBILE_AD_NETWORK,10/17/2017 7:00,10/31/2017 7:00,CTR,576668,785,50.22,533,9,9,0
US,LoveSac,2756097001,302791539,LoveSac - Sactionals - Wash DC Local Test - Amazon,AAP,8/17/2017 4:00,10/16/2017 3:59,CVR,741206,331,3228.2191,0,0,0,0
US,Jarrow - US,2338546001,13420350,Jarrow Q1 2017 - March - Methyl B-12 B0013OQGO6 - AAP,AAP,3/1/2017 5:00,4/1/2017 3:59,PURCHASE,9624917,3260,26895.4586,3820,855,990,11789.71
US,Tyson - US,2624105001,139065091,Tyson Any'tizers Back to School AAP and O&O Q3-Q4 FY17 - AAP,AAP,8/9/2017 4:00,9/25/2017 4:59,CTR,19059152,3203,70392.5721,14,50,67,323.91
US,Caseology - US,2603084001,72819228,Caseology US iPhone 7 Brand Page_AAP_07/03-07/29,AAP_MOBILE,7/3/2017 4:00,11/1/2017 3:59,PURCHASE,26496811,41240,84621.6184,153237,8300,8579,117963.57
US,Scaraway - US,2724630001,286739578,Scaraway - US_ScarAway Q3 2017_AAP_08/21-09/18,AAP_MOBILE,8/21/2017 4:00,11/6/2017 4:59,PURCHASE,13958878,31370,52029.3379,41919,477,509,10501.56
US,MelodySusie Direct - US,2941647001,451833601,MelodySusie Direct - US _Qottle - Melody Susie - AAP/RT - Oct/Dec_\tAAP eCommerce Remarketing_10/16-12/15,AAP,10/16/2017 4:00,12/16/2017 4:59,PURCHASE,992935,169,2570.6242,409,1,1,13.99
US,"Science, Inc - US",2565760001,54769313,App_DL - Tier2 - Adjust - Science Inc - Wishbone - June 17,AAP_MOBILE,6/15/2017 4:00,12/1/2017 4:59,APP_DL,21867931,108882,13237.5402,0,0,0,0
US,"EastMeetEast, INC - US",2500984001,34857852,EastMeetEast_AAP_Q2 2017_AAP CPA Link Out,AAP_MOBILE,5/16/2017 4:00,7/15/2017 3:59,NONE,3324,22,13.3774,0,0,0,0
US,Redfox - FUPC2 (FUPC2),2410621001,17265901,Redfox - SSDA - B017RMKSXC - I4DWBX3HXZXQ2LM6GYGJCPAYYM - MOBILEADS - Real Vegas Slots Campaign,MOBILE_AD_NETWORK,3/29/2017 7:00,4/12/2017 7:00,CTR,774638,1637,151.32,9543,355,355,0
US,Redfox - WWWSG (WWWSG),2388398001,15879664,Redfox - SSDA - B015LURGSW - Y7AJ3OG6BN362SDBRBSPUH5CDY - MOBILEADS - Natural Soccer Underground 20...,MOBILE_AD_NETWORK,3/17/2017 7:00,5/5/2017 7:00,CTR,438200,688,50.24,675,2,2,0
US,Redfox - OMGBS (OMGBS),2366592001,14705331,Redfox - SSDA - B019HHAZVA - EXERI6LJXDTHZ4EQXES45OP5A4-012 - MOBILEADS - LFW AU-05e P&amp;T,MOBILE_AD_NETWORK,3/3/2017 7:00,3/17/2017 7:00,CTR,713622,2330,114.28,2486,15,15,0
US,Snow Joe - US,2361567001,14557376,Snow Joe- Q2 2017 - SWJ802E,AAP,3/1/2017 5:00,8/1/2017 3:59,PURCHASE,14845831,10791,46009.6966,29746,1491,1489,96169.45
US,Bose - US,2978689001,469763509,Bose - US_ Minnow Awareness Q3_ AAP_ 10.19-10.31,AAP_MOBILE,10/19/2017 4:00,11/1/2017 3:59,CTR,2862403,8734,10333.1906,18050,246,257,39905.53
US,Pfizer OTC,2854422001,378555321,Q3'17_Advil Base_Display_PBT_Advil Buyers + Competitive Buyers_O-WWG7,AAP_MOBILE,9/25/2017 4:00,10/1/2017 3:59,PURCHASE,1274210,3025,5816.6716,4019,29,31,400.38
US,MW - Milwaukee,2722854001,286275917,Milwaukee - A/P/C - Maxima,AAP,8/9/2017 4:00,9/1/2017 3:59,CTR,14515,6,99.9291,,,,
US,Woodbolt International dba Cellucor - US,2237894001,8462297,FitJoy - Q1 2017 - Megatron - AAP,AAP_MOBILE,1/1/2017 5:00,4/1/2017 3:59,NONE,253401,756,676.1598,967,35,37,772.61
US,Lunada Biomedical - US,3095000001,578812648,Lunada Biomedical - US_Lunada_Q4_Q12018_AAP Purchase Link-In_11/20-12/20,AAP,11/20/2017 5:00,12/21/2017 4:59,PURCHASE,233423,28,848.169,65,2,2,38.92
US,Reckitt Benckiser - US,2262513001,9779102,Reckitt Benckiser - US_MegaRed 2017 Q1 NYNY_AAP_01/16- 03/05,AAP_MOBILE,1/16/2017 5:00,3/6/2017 4:59,PURCHASE,32733023,69692,99645.3683,18906,2382,2700,61350.02
US,Sovereign Laboratories - US,2993565001,476855383,Sovereign Laboratories - US_Project Dear: Colostrum Q2 17_AAP_05/01-07/31,AAP_MOBILE,10/22/2017 4:00,1/1/2018 4:59,PURCHASE,762095,1837,2487.4433,2055,36,43,3367.85
US,PowerLix - US,2567579001,55069037,PowerLix - US_Project DEAR_only - Powerlix - AAP - RT June 23- August 19_AAP_6/23-8/19,AAP_MOBILE,6/23/2017 4:00,8/20/2017 3:59,PURCHASE,732049,1530,3257.0988,2086,82,86,1469.58
US,Redfox - DIHCB (DIHCB),3077803001,568531945,Redfox - SSDA - B018C2QNRQ - 5SUF6HBWZ2WI43VTWDASFWRJCE-034 - MOBILEADS - Vikings - Cheaper CPC,MOBILE_AD_NETWORK,11/12/2017 7:00,11/26/2017 7:00,CTR,1604321,2040,101.5,1896,4,4,0
US,LeapFrog,3198459001,681148221,11225 - VT_FY17_2H_Holiday 2017 LeapFrog_LeapFrog IPS_Scribble & Write_B06Y195XSD_12.11.17_12.22.17,AAP_MOBILE,12/11/2017 5:00,12/23/2017 4:59,NONE,382083,428,1560.1028,489,2,2,70.49
US,Hyundai - US,2355914001,14226674,2017 Hyundai Tier 2 | West Region | Portland | Shopping | AAP,AAP_MOBILE,2/28/2017 5:00,1/1/2018 4:59,CVR,57262,0,237.327,0,0,0,0
US,Pizza Hut_US_Optimedia,3205088001,684395285,OPTPHU77682_AD_2017_Pizza Hut_Evergreen UNIQUE REM 3,AAP,12/13/2017 5:00,12/23/2017 4:59,CVR,312861,95,759.0492,,,,
US,Marpac - US,3020309001,502364022,Marpac- US_Marpac Q4'17-DAPWB_AAP eCommerce Remarketing_10/30-12/15,AAP,10/30/2017 4:00,12/16/2017 4:59,PURCHASE,10758195,3233,31683.6211,39940,4708,5435,233973.26
US,Hard Eight Nutrition LLC - US,2623886001,138900443,Hard Eight Nutrition July ASIN RT - ALCAR,AAP,7/10/2017 4:00,9/11/2017 3:59,PURCHASE,1534556,387,4441.1618,1564,132,135,3142.08
US,Pepsi Co - US,2549869001,51355969,PepsiCo - US_PepsiCo Gatorade GTQ SNS June 2017_AAP_6/13 - 7/15,AAP,6/13/2017 4:00,7/20/2017 3:59,PURCHASE,28684598,6956,88276.7492,11968,941,1248,12491.2
US,Redfox - RUC04 (RUC04),2675245001,238375272,Redfox - SSDA - B01N3UCLRZ - HPRQ2WB765DLA3SQH55BXHLSME - MOBILEADS - Best Bet CasinoTM - Casino/Cards,MOBILE_AD_NETWORK,7/25/2017 7:00,8/8/2017 7:00,CTR,1243875,3225,172.97,3416,12,12,0
US,LeapFrog,3207776001,685728174,11225 - VT_FY17_2H_Holiday 2017 LeapFrog_B00CCIKII2_LeapFrog IPS_Musical Rainbow Tea Party,AAP_MOBILE,12/14/2017 5:00,12/23/2017 4:59,CTR,438554,3187,2154.4526,3137,5,5,96.65
US,Redfox - JIM9O (JIM9O),2354832001,14195334,Redfox - SSDA - B06X6J9Q81 - QFHUDJDUKIUABPVEBNHY25QEK4 - MOBILEADS - Maze Hornet Smart Campaign,MOBILE_AD_NETWORK,2/24/2017 8:00,3/3/2017 8:00,CTR,970527,3891,261.98,1334,13,13,0
US,Zint - US,2577769001,59296082,Zint - US_ZINT DOTD AAP DEAR_Only_ AAP_06/22-07/07,AAP,6/22/2017 4:00,7/15/2017 3:59,PURCHASE,318967,107,1179.8862,211,7,7,154.68
US,Unilever - US,2232815001,8169274,Une Dove Bar Year Long 2017 AAP Q1,AAP,1/1/2017 5:00,3/1/2017 4:59,NONE,6237256,7,28241.3615,6492,690,743,9270.35
US,Saputo - US,2603155001,72825875,Saputo - US_Saputo_Specialty Cheese 2017_AAP_7/20-12/31,AAP,7/1/2017 4:00,1/1/2018 4:59,PURCHASE,6039296,1210,18047.9129,48,267,288,1296.01
US,Ubisoft,2876826001,392214404,FY18_US_SPFBW_LAUN_AAP_Display_First Party Audiences_PO#64573,AAP,9/22/2017 4:00,11/13/2017 4:59,PURCHASE,3127573,3841,9443.0551,8411,443,443,32164.21
US,Fox Home Entertainment - US,2248661001,9022999,FOX HE_ Birth of a Nation BD/DVD_ Q12017-AAP,AAP,1/5/2017 5:00,1/13/2017 4:59,PURCHASE,7231446,1359,18548.8451,3751,338,346,4143.52
US,Seagate,2523665001,42560392,Seagate Core May 2017,AAP,5/26/2017 4:00,6/16/2017 3:59,PURCHASE,7539622,3449,39896.5654,9097,309,339,28454.44
US,Redfox - J4TIV (J4TIV),3022279001,503833962,Redfox - SSDA - B076M6YKWG - NXTGQHKGKO2WYTFQCCQ2NQJLW4 - MOBILEADS - dashgaz match game Campaign,MOBILE_AD_NETWORK,10/29/2017 7:00,11/12/2017 8:00,CTR,22760,57,4.24,55,0,0,0
US,Stanley Black and Decker,2752280001,300965888,Stanley Black and Decker_PC Days Q3-17_AAP_9/13-9/25,AAP_MOBILE,9/13/2017 4:00,9/26/2017 3:59,NONE,117784,79,279.1487,165,1,1,49.98
US,Noble Collection - US,3064414001,559825969,Noble Collection - US-Noble Collection - AAP/RT - Nov/Dec-AAP-eCommerce Remarketing-11-15 to 12-22,AAP_MOBILE,11/15/2017 5:00,12/23/2017 4:59,PURCHASE,2491451,5787,14798.7352,11924,924,933,39222
US,Universal Music Group - US,2515838001,38355455,UMG_Halsey_2Q_2017_AAP,AAP_MOBILE,5/26/2017 4:00,6/9/2017 3:59,PURCHASE,2120980,3620,6415.39,8144,320,318,4414.58
US,Tim Test,2700807001,265232580,DMP0802,AAP,8/2/2017 4:00,8/4/2017 3:59,NONE,38292,9,91.3341,,,,
US,Hill's Pet Nutrition - US,2769041001,310629197,Hill's Pet Nutrition US_AAP_Science Diet Dog_A/B Test (Stackable Savings/SnS),AAP_MOBILE,8/24/2017 4:00,11/1/2017 3:59,PURCHASE,5893366,10223,23505.357,13945,5351,5540,206765.18
US,Stanley Black and Decker,2707487001,272782648,Stanley Black and Decker_Irwin National Tradesman Day_ AAP_09/09-09/16,AAP_MOBILE,9/9/2017 4:00,9/17/2017 3:59,PURCHASE,4387057,9587,15813.9122,20797,1801,1978,36722.93
US,Pfizer OTC,2325149001,12786860,Q1'17_Centrum Silver_Display_Amazon_February,AAP_MOBILE,2/3/2017 5:00,3/1/2017 4:59,PURCHASE,9991201,20972,22724.5876,9656,51,58,820.06
US,Philips - US,2933669001,446353805,Philips - US_Philips_Norelco_Star Wars_Q4_2017_AAP DPVR_11/16-12/08 - Educate Phase,AAP_MOBILE,11/16/2017 5:00,12/9/2017 4:59,PURCHASE,6809414,11091,18969.4103,1305,57,60,4035.84
US,Fin Fun - US,2377936001,15285397,Fin Fun - US_Project Dear: Fin Fun Q1 2017 ASIN Retarget_AAP_Mar 15-Apr 30,AAP,3/15/2017 4:00,5/1/2017 3:59,PURCHASE,2222642,1019,7550.4295,8631,391,394,40495.3
US,Tuft & Needle - US,2723779001,286514114,Tuft & Needle - US_Tuft & Needle Q3 2017_AAP_Retargeting_08/15_09/15,AAP,8/11/2017 4:00,9/16/2017 3:59,PURCHASE,786828,344,3210.6862,5791,204,216,127500
US,Redfox - ACVQ6 (ACVQ6),2965843001,461925945,Redfox - SSDA - B075WLL8L3 - LFQSWYTLFESNAEZHACLHMSZM4Q - MOBILEADS - Word Cookies Connect 2017 Cam...,MOBILE_AD_NETWORK,10/15/2017 7:00,10/29/2017 7:00,CTR,1028192,2409,120.45,234,20,20,0
US,Califia Farms - US,2344860001,13722947,Califia Farms - US_Califia Farms 2017 Fresh_AAP_07/01_09/30,AAP_MOBILE,7/1/2017 4:00,10/1/2017 3:59,CTR,2298686,9402,7036.793,,,,
US,Activision - US,2770565001,311036460,Activision_Destiny 2 Launch Campaign_2017_AAP Desktop and Mobile,AAP,8/28/2017 4:00,10/1/2017 3:59,NONE,30024010,6064,82258.9303,79189,4560,4645,297081.3
US,Redfox - BLV0L (BLV0L),2557196001,53132663,Redfox - SSDA - B06W5S9PML - DUTSFFQLKTHIKRKU5O5D4ADI2I - MOBILEADS - Gem Collector Campaign,MOBILE_AD_NETWORK,6/12/2017 7:00,6/24/2017 7:00,CTR,297448,408,19.98,393,0,0,0
US,Redfox - JIM9O (JIM9O),2369899001,14855547,Redfox - SSDA - B06WD5H4F9 - C5LXUHVY4XAV5MUTZG5F7UON3Q - MOBILEADS - Piano Professional Campaign,MOBILE_AD_NETWORK,3/6/2017 8:00,3/13/2017 7:00,CTR,44830,121,8.44,38,1,1,0
US,Philips - US,2263504001,9824684,Philips - US_Philips_Norelco_Shaver _8950_Always_On_2017_AAP,AAP,1/3/2017 5:00,1/1/2018 4:59,PURCHASE,98025247,6865,209143.596,32785,671,693,92368.58
US,Dickies - US,3066354001,561063510,Dickies - US_Dickies Q4 AMG Campaign_AAP_eCommerce Remarketing_11/10 - 11/30,AAP_MOBILE,11/10/2017 5:00,12/6/2017 4:59,PURCHASE,7419174,10407,27758.4077,190697,19331,25481,507005.23
US,NE - Rochester-NY,2700651001,265022557,Rochester - A/P/C - Maxima,AAP,8/3/2017 4:00,10/1/2017 3:59,CTR,122501,32,625.703,,,,
US,MT Colorado Springs/Pueblo,2700181001,264331039,Colorado Springs/Pueblo - A/P/C - Altima,AAP,8/3/2017 4:00,9/1/2017 3:59,CTR,17637,7,100.0668,,,,
US,BPI Sports - US,2562285001,53892240,BPI Sports - US_BPI Sports - 2017 January Best BCAA & Best Protein Campaigns_Best BCAA - PRIME DAY BLAST_AAP_07/09_07/11,AAP_MOBILE,7/11/2017 4:00,7/12/2017 3:59,NONE,1894879,787,3135.0651,4633,335,335,7476.15
US,Sprint - MightyHive,2802568001,330086558,Base NonUpgrade_Non-Upgrade Eligible Retargeting: Phone and Tablet Consideration Pages_O&O_Display_Desktop_SEPT,AAP,9/1/2017 4:00,10/1/2017 3:59,NONE,223027,56,1005.7194,0,0,0,0
US,Redfox - RPCW4 (RPCW4),2498437001,33011931,Redfox - SSDA - B06XRBPFCW - SK7PVJ63NLQ65LH6TSVFUJHMIQ-002 - MOBILEADS - Web Dev,MOBILE_AD_NETWORK,5/15/2017 7:00,5/29/2017 7:00,CTR,3351033,9368,454.58,9192,1,1,19.99
US,GNC - US,2627078001,141485874,GNC - Prime Day Blast - Q3 2017 - Lean Shake,AAP_MOBILE,7/11/2017 4:00,7/12/2017 3:59,PURCHASE,898061,640,2368.6295,828,23,28,863.71
US,Under Armour,2363942001,14622081,Under Armour - US_Under Armour - ThreadBorne | Q2 2017_AAP_3/31 - 5/31,AAP_MOBILE,3/17/2017 4:00,6/1/2017 3:59,PURCHASE,5707262,9594,9682.3791,1332,68,71,2176.56
US,NetApp - US,3031507001,509749603,NetApp - US_NetApp_AAP_Q3-Q4_2017_AAP CTR/CPC_11/07-12/07_Content Push,AAP_MOBILE,11/22/2017 5:00,12/22/2017 4:59,NONE,13552,32,63.4242,0,0,0,0
US,ClassPass - US,2720071001,284647829,ClassPass AWS/AMG Promo Q3 '17,AAP_MOBILE,8/8/2017 4:00,11/1/2017 3:59,CVR,7320631,24654,14884.941,0,0,0,0
US,Tracfone - US,2700337001,264559841,Tracfone 2017 - US - AAP | | Link Out,AAP_MOBILE,8/7/2017 4:00,11/1/2017 3:59,CVR,26796362,72456,94701.0809,0,0,0,0
US,Aqua Lung - US,2482073001,26404535,Aqua Lung Q2 & Q3 & Q4_AAP,AAP_MOBILE,5/1/2017 4:00,12/26/2017 4:59,PURCHASE,4975400,6880,11204.1569,6691,694,775,13458.83
US,Spin Master - US,2890248001,399170862,Spin Master_Holiday eCom_Hatchimals_Oct-Dec'17 - AAP [10/6-10/19 ENDED DUE TO OOS],AAP_MOBILE,10/6/2017 4:00,10/20/2017 3:59,PURCHASE,1583307,2967,5626.8199,6099,320,327,19417.58
US,ULC Apparel Group - US,2733692001,290640240,ULC Apparel Group - US_United Legwear - PUMA Kids BTS - Q3 2017_AAP_8/22-9/30,AAP,8/22/2017 4:00,10/1/2017 3:59,PURCHASE,3887540,671,8592.594,10138,363,369,7064.52
US,Cellular Sales,2598445001,71346376,IP1612066 Cellular Sales - Amazon Audience,AAP,7/1/2017 4:00,10/1/2017 3:59,CVR,444339,272,1642.7987,0,0,0,0
US,Redfox - WNOJU (WNOJU),2623630001,138819198,Redfox - SSDA - B073LMDSWC - H6GRQX6KMDKYI25FMRUJJ2DBF4 - MOBILEADS - Draw anything and  spin it Ca...,MOBILE_AD_NETWORK,7/6/2017 7:00,7/13/2017 7:00,CTR,1823971,8191,746.01,1824,213,213,0
US,Clorox - Clorox.com,2289363001,11190575,CHC - Clorox Home Care | FY17 JFM | BT | US | Amazon | DIS | Mobile,AAP,1/11/2017 5:00,3/27/2017 3:59,NONE,1676857,2199,6769.6252,,,,
US,LEGO U.S. - US,2468381001,22668941,LEGO U.S. - US_LEGO Ninjago May-June'17_AAP_5/1 - 6/6,AAP,5/1/2017 4:00,6/7/2017 3:59,PURCHASE,18663689,5346,39798.1405,49021,2638,2687,82924.22
US,Starbucks - US,2607013001,76046625,Starbucks Q3 FY17 Amazon eCommerce - AAP - 6/30-7/31,AAP_MOBILE,6/30/2017 4:00,8/1/2017 3:59,PURCHASE,4619084,8492,14377.5069,11031,597,621,25113.39
US,Redfox - PS77K (PS77K),2311837001,12246571,Redfox - SSDA - B01MR6HT24 - VLH32HNZ7RA4FDPLEXRLMHKZDQ - MOBILEADS - Piano Professional Campaign,MOBILE_AD_NETWORK,1/26/2017 8:00,2/9/2017 8:00,CTR,50984,54,2.5,42,0,0,0
US,SE - Columbia-Sc,2731440001,290140900,Columbia-Sc - A/P/C - Titan,AAP,8/11/2017 4:00,9/1/2017 3:59,CTR,13535,10,100.0574,,,,
US,Stanley Black and Decker,2360987001,14536251,Stanley Black and Decker_B+D Days Brand Wide Promotion_AAP_5/15-5/29,AAP_MOBILE,5/15/2017 4:00,5/30/2017 3:59,PURCHASE,3063249,3694,7397.5335,40258,3204,3243,188071.42
US,Reid Heath Ltd - US,2395442001,16244358,Reid Heath Ltd - US_RHA - US AAP March-May 2017_AAP_03/20-06/03,AAP,3/21/2017 4:00,6/4/2017 3:59,PURCHASE,8177557,2275,19710.1445,4161,20,20,2659.75
US,Universal Orlando Resorts - US,2283568001,10853176,UPRV Celebration of Harry Potter January 2017 - AAP,AAP,1/6/2017 5:00,1/26/2017 4:59,NONE,845920,1427,8758.5496,0,0,0,0
US,Redfox - SMIPH (SMIPH),2380264001,15357940,Redfox - SSDA - B014Q5S0S8 - 7UEEHXLFLO5LCMAKSOZ7QU25JA-022 - MOBILEADS - GG Version09,MOBILE_AD_NETWORK,3/11/2017 7:00,3/25/2017 7:00,CTR,3090213,6187,299.69,5459,40,40,0
US,John Deere,2648201001,219338635,Amazon Data Prospecting - RLE,AAP,7/14/2017 4:00,8/1/2017 3:59,CTR,818304,216,2674.1985,,,,
US,Starcom_US_Samsung,2383292001,15546047,STRSAM78503_Tab S3 Q1'17_Desktop,AAP,3/17/2017 4:00,4/1/2017 3:59,CTR,3192441,4006,17097.8744,,,,
US,SE - Charleston-Sc,2731029001,289931718,Charleston-Sc - A/P/C - Altima,AAP,8/11/2017 4:00,9/1/2017 3:59,CTR,22581,8,147.3741,,,,
US,WhiteWave Foods - US,2344518001,13712853,Whitewave_Silk/Vega Feb Campaign_2017,AAP_MOBILE,2/21/2017 5:00,3/22/2017 3:59,PURCHASE,3924117,6946,10759.2669,14077,2120,2287,83439.88
US,Carnival Cruise Line - US,2251618001,9212456,Carnival Holiday 2016 Campaign Flight 2 - AAP Jan,AAP,1/1/2017 5:00,2/1/2017 4:59,CVR,10102337,4218,35342.7204,0,0,0,0
US,MT - Denver,2728916001,288665182,Denver - A/P/C - Titan,AAP,8/10/2017 4:00,10/1/2017 3:59,CTR,158501,39,689.679,,,,
US,Garden of Life,2499984001,33356145,Coconut Oil - Beauty,AAP,5/19/2017 4:00,9/4/2017 3:59,PURCHASE,105225,37,245.5594,27,0,0,0
US,Garden of Life,2803585001,330760454,Garden of Life_Garden of Life H2 2017_AAP_Purchase Link In_Coconut Oil_09/14 - 10/31,AAP,9/14/2017 4:00,11/1/2017 3:59,PURCHASE,1774933,475,5399.8163,1243,152,164,1571.74
US,Acorn Slippers - US,2882072001,394046690,Acorn Slippers - US_Acorn Holiday 2017_Tablet_New_AAP_10/20-12/23,AAP,10/20/2017 4:00,12/24/2017 4:59,PURCHASE,8950056,5295,31684.7238,37550,2005,2057,66322.08
US,Havaianas,2605717001,73777092,Havaianas IM Flip Flops - (55364) 8%,AAP,6/30/2017 4:00,9/1/2017 3:59,CVR,877163,1106,6371.54,694,32,32,534.07
US,L'Oreal - US,2699984001,263993021,L'Oreal - US_LUSA LOP True Match Liquid Makeup Q1-Q2 2017_AAP_8/7-10/7,AAP,8/8/2017 4:00,10/8/2017 3:59,PURCHASE,30735391,5329,72486.2984,12047,847,1058,9183.19
US,Redfox - DIHAN (DIHAN),2500778001,34764181,Redfox - SSDA - B01M02MSBS - 5B2FBWAV5ITZ2MHAT3M66C2RMM-001 - MOBILEADS - 10 Pin Shuffle Pro Bowling Ca...,MOBILE_AD_NETWORK,5/16/2017 7:00,5/30/2017 7:00,CTR,2170032,4847,236.71,6730,335,335,0
US,Camelbak - US,2802597001,330091847,Camelbak - US_Camelbak_D.E.A.R._Test_AAP_11/25-12/25,AAP,11/25/2017 5:00,12/26/2017 4:59,PURCHASE,4351171,739,13123.2161,89499,8431,9002,98283.64
US,Lionsgate Home Entertainment - US,3160182001,631227613,AMZN US Amazon Ad Platform (AAP)-GS_Mobile_DVD_ROAS-12/1-12/15,AAP_MOBILE,12/1/2017 5:00,12/16/2017 4:59,PURCHASE,4207969,5212,11892.2883,20096,2281,2281,17719.1
US,"Coty, Inc - US",3143316001,620470858,"Coty, Inc - US_Coty_CK_DOTD_FY18_AAP  ROAS_11/28 - 12/12",AAP,11/28/2017 5:00,12/13/2017 4:59,PURCHASE,5917235,830,17852.6909,1286,30,33,1666.9
US,Sprint,2452927001,21142623,MEDSPRxxxxx_2017_Sprint_Q2 ZMOT Amazon Desktop Samsung LAUNCH,AAP,4/21/2017 4:00,6/3/2017 3:59,CVR,37618263,10276,61362.6292,0,0,0,0
US,Activision - US,2370993001,14923321,Activision - US_Activision Stronghold Reveal - 2017_AAP_4/28-5/14,AAP,4/28/2017 4:00,5/15/2017 3:59,PURCHASE,3103483,1783,6917.544,15658,567,578,24952.03
US,Redfox - JYYN8 (JYYN8),2704027001,268144288,Redfox - SSDA - B073MC5M5M - VSQHMJ7FEIZ3XSNC4QR72RP3PA - MOBILEADS - Chatty Campaign,MOBILE_AD_NETWORK,8/3/2017 7:00,8/17/2017 7:00,CTR,103898,90,5.7,72,0,0,0
US,Melissa & Doug - US,2774133001,312570233,Melissa & Doug - US_Melissa & Doug 2017 Fall Toys AMG_AAP_9/04-10/29,AAP_MOBILE,9/4/2017 4:00,10/30/2017 3:59,PURCHASE,9441012,14832,34650.0044,127751,11669,11933,259791.68
